4000	2.00	1	2941	1	3.57	5.00	0	0.00 
4000	2.00	2	1636	5	5.86	5.00	1	0.50 
4000	2.00	3	-1	0	3.00	5.00	1	0.67 
4000	2.00	4	1806	4	5.29	5.00	1	0.75 
4000	2.00	5	2138	3	4.71	5.00	1	0.80 
4000	2.00	6	3493	2	4.14	5.00	1	0.83 
4000	2.00	7	1499	3	4.71	5.00	1	0.86 
4000	2.00	8	1172	3	4.71	5.00	1	0.88 
4000	2.00	9	921	6	6.43	5.00	0	0.78 
4000	2.00	10	-1	6	6.43	5.00	1	0.80 
4000	2.00	11	-1	7	7.00	5.00	1	0.82 
4000	2.00	12	-1	2	4.14	5.00	0	0.75 
4000	2.00	13	2897	4	5.29	5.00	1	0.77 
4000	2.00	14	1563	4	5.29	5.00	1	0.79 
4000	2.00	15	2406	3	4.71	5.00	1	0.80 
4000	2.00	16	1255	4	5.29	5.00	1	0.81 
4000	2.00	17	-1	7	7.00	5.00	1	0.82 
4000	2.00	18	-1	2	4.14	5.00	0	0.78 
4000	2.00	19	3834	7	7.00	5.00	0	0.74 
4000	2.00	20	-1	7	7.00	5.00	1	0.75 
4000	1.00	1	3626	6	5.71	5.00	0	0.00 
4000	1.00	2	3358	4	5.14	5.00	1	0.50 
4000	1.00	3	1066	7	6.00	5.00	0	0.33 
4000	1.00	4	1380	5	5.43	5.00	1	0.50 
4000	1.00	5	1566	7	6.00	5.00	0	0.40 
4000	1.00	6	-1	5	5.43	5.00	0	0.33 
4000	1.00	7	1162	3	4.86	5.00	1	0.43 
4000	1.00	8	-1	1	4.29	5.00	1	0.50 
4000	1.00	9	-1	4	5.14	5.00	0	0.44 
4000	1.00	10	3732	3	4.86	5.00	1	0.50 
4000	1.00	11	-1	0	4.00	5.00	1	0.55 
4000	1.00	12	1185	2	4.57	5.00	1	0.58 
4000	1.00	13	1279	4	5.14	5.00	1	0.62 
4000	1.00	14	1716	0	4.00	5.00	0	0.57 
4000	1.00	15	1948	7	6.00	5.00	0	0.53 
4000	1.00	16	-1	7	6.00	5.00	1	0.56 
4000	1.00	17	-1	3	4.86	5.00	0	0.53 
4000	1.00	18	3754	4	5.14	5.00	1	0.56 
4000	1.00	19	-1	0	4.00	5.00	1	0.58 
4000	1.00	20	-1	2	4.57	5.00	0	0.55 
4000	0.50	1	-1	7	5.50	5.00	1	1.00 
4000	0.50	2	1151	7	5.50	5.00	0	0.50 
4000	0.50	3	-1	2	4.79	5.00	0	0.33 
4000	0.50	4	-1	0	4.50	5.00	1	0.50 
4000	0.50	5	-1	1	4.64	5.00	1	0.60 
4000	0.50	6	-1	5	5.21	5.00	0	0.50 
4000	0.50	7	2384	2	4.79	5.00	1	0.57 
4000	0.50	8	1973	4	5.07	5.00	1	0.63 
4000	0.50	9	2993	7	5.50	5.00	0	0.56 
4000	0.50	10	-1	0	4.50	5.00	1	0.60 
4000	0.50	11	1488	5	5.21	5.00	1	0.64 
4000	0.50	12	1219	5	5.21	5.00	1	0.67 
4000	0.50	13	2107	6	5.36	5.00	0	0.62 
4000	0.50	14	2170	2	4.79	5.00	1	0.64 
4000	0.50	15	3257	1	4.64	5.00	0	0.60 
4000	0.50	16	1368	3	4.93	5.00	1	0.63 
4000	0.50	17	1847	5	5.21	5.00	1	0.65 
4000	0.50	18	-1	0	4.50	5.00	1	0.67 
4000	0.50	19	965	7	5.50	5.00	0	0.63 
4000	0.50	20	-1	2	4.79	5.00	0	0.60 
2000	2.00	1	1721	5	5.86	5.00	1	1.00 
2000	2.00	2	772	7	7.00	5.00	0	0.50 
2000	2.00	3	1348	1	3.57	5.00	0	0.33 
2000	2.00	4	1101	4	5.29	5.00	1	0.50 
2000	2.00	5	-1	0	3.00	5.00	1	0.60 
2000	2.00	6	1094	0	3.00	5.00	0	0.50 
2000	2.00	7	1165	5	5.86	5.00	1	0.57 
2000	2.00	8	1409	5	5.86	5.00	1	0.63 
2000	2.00	9	840	5	5.86	5.00	1	0.67 
2000	2.00	10	-1	1	3.57	5.00	1	0.70 
2000	2.00	11	-1	5	5.86	5.00	0	0.64 
2000	2.00	12	-1	2	4.14	5.00	0	0.58 
2000	2.00	13	978	7	7.00	5.00	0	0.54 
2000	2.00	14	1318	6	6.43	5.00	0	0.50 
2000	2.00	15	-1	2	4.14	5.00	0	0.47 
2000	2.00	16	1177	2	4.14	5.00	1	0.50 
2000	2.00	17	-1	7	7.00	5.00	1	0.53 
2000	2.00	18	1404	4	5.29	5.00	1	0.56 
2000	2.00	19	-1	3	4.71	5.00	0	0.53 
2000	2.00	20	-1	2	4.14	5.00	0	0.50 
2000	1.00	1	1424	4	5.14	5.00	1	1.00 
