6000	2.00	1	1516	3	4.71	5.00	1	1.00 
6000	2.00	2	-1	1	3.57	5.00	1	1.00 
6000	2.00	3	3005	0	3.00	5.00	0	0.67 
6000	2.00	4	-1	0	3.00	5.00	1	0.75 
6000	2.00	5	2033	5	5.86	5.00	1	0.80 
6000	2.00	6	1898	6	6.43	5.00	0	0.67 
6000	2.00	7	-1	2	4.14	5.00	0	0.57 
6000	2.00	8	1603	3	4.71	5.00	1	0.63 
6000	2.00	9	1841	4	5.29	5.00	1	0.67 
6000	2.00	10	1857	4	5.29	5.00	1	0.70 
6000	2.00	11	-1	0	3.00	5.00	1	0.73 
6000	2.00	12	-1	7	7.00	5.00	1	0.75 
6000	2.00	13	2417	5	5.86	5.00	1	0.77 
6000	2.00	14	-1	7	7.00	5.00	1	0.79 
6000	2.00	15	1493	4	5.29	5.00	1	0.80 
6000	2.00	16	1483	5	5.86	5.00	1	0.81 
6000	2.00	17	1590	5	5.86	5.00	1	0.82 
6000	2.00	18	-1	0	3.00	5.00	1	0.83 
6000	2.00	19	-1	0	3.00	5.00	1	0.84 
6000	2.00	20	2441	6	6.43	5.00	0	0.80 
6000	1.00	1	-1	0	4.00	5.00	1	1.00 
6000	1.00	2	1525	5	5.43	5.00	1	1.00 
6000	1.00	3	-1	2	4.57	5.00	0	0.67 
6000	1.00	4	1407	2	4.57	5.00	1	0.75 
6000	1.00	5	4923	7	6.00	5.00	0	0.60 
6000	1.00	6	2523	2	4.57	5.00	1	0.67 
6000	1.00	7	2337	3	4.86	5.00	1	0.71 
6000	1.00	8	-1	1	4.29	5.00	1	0.75 
6000	1.00	9	907	5	5.43	5.00	1	0.78 
6000	1.00	10	1657	1	4.29	5.00	0	0.70 
6000	1.00	11	1589	6	5.71	5.00	0	0.64 
6000	1.00	12	-1	0	4.00	5.00	1	0.67 
6000	1.00	13	-1	0	4.00	5.00	1	0.69 
6000	1.00	14	2385	1	4.29	5.00	0	0.64 
6000	1.00	15	987	6	5.71	5.00	0	0.60 
6000	1.00	16	1624	7	6.00	5.00	0	0.56 
6000	1.00	17	2045	2	4.57	5.00	1	0.59 
6000	1.00	18	1668	5	5.43	5.00	1	0.61 
6000	1.00	19	-1	0	4.00	5.00	1	0.63 
6000	1.00	20	2369	2	4.57	5.00	1	0.65 
6000	0.50	1	2054	5	5.21	5.00	1	1.00 
6000	0.50	2	1753	6	5.36	5.00	0	0.50 
6000	0.50	3	-1	3	4.93	5.00	0	0.33 
6000	0.50	4	1448	3	4.93	5.00	1	0.50 
6000	0.50	5	1536	3	4.93	5.00	1	0.60 
6000	0.50	6	1293	1	4.64	5.00	0	0.50 
6000	0.50	7	2584	6	5.36	5.00	0	0.43 
6000	0.50	8	1548	6	5.36	5.00	0	0.37 
6000	0.50	9	1471	6	5.36	5.00	0	0.33 
6000	0.50	10	1804	6	5.36	5.00	0	0.30 
6000	0.50	11	1228	5	5.21	5.00	1	0.36 
